text_input,output
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""County"": ['County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal']
""English name"": ['Altnapeaste', 'Annagry', 'Arranmore', 'Crovehy', 'Cloghan', 'Bloody Foreland', 'Dunlewey', 'Falcarragh', 'Fintown', 'Gortahork']
""Irish name"": ['Alt na Péiste', 'Anagaire', 'Árainn Mhór', 'Cró Beithe', 'An Clochán', 'Cnoc Fola', 'Dún Lúiche', 'An Fál Carrach', 'Baile na Finne', ""Gort a' Choirce""]
""Population"": ['188', '2235', '529', '161', '514', '1326', '695', '2168', '316', '1599']
""Irish speakers"": ['55%', '55%', '62%', '53%', '41%', '83%', '76%', '44%', '57%', '81%']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the Irish name listed with 62% Irish speakers?
    SQL: ","SELECT ""Irish name"" FROM ""table"" WHERE ""Irish speakers"" ILIKE '62%'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""County"": ['County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal']
""English name"": ['Altnapeaste', 'Annagry', 'Arranmore', 'Crovehy', 'Cloghan', 'Bloody Foreland', 'Dunlewey', 'Falcarragh', 'Fintown', 'Gortahork']
""Irish name"": ['Alt na Péiste', 'Anagaire', 'Árainn Mhór', 'Cró Beithe', 'An Clochán', 'Cnoc Fola', 'Dún Lúiche', 'An Fál Carrach', 'Baile na Finne', ""Gort a' Choirce""]
""Population"": ['188', '2235', '529', '161', '514', '1326', '695', '2168', '316', '1599']
""Irish speakers"": ['55%', '55%', '62%', '53%', '41%', '83%', '76%', '44%', '57%', '81%']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the population for the Irish Name Leitir mealláin?
    SQL: ","SELECT ""Population"" FROM ""table"" WHERE ""Irish name"" ILIKE 'Leitir Mealláin'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""County"": ['County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal']
""English name"": ['Altnapeaste', 'Annagry', 'Arranmore', 'Crovehy', 'Cloghan', 'Bloody Foreland', 'Dunlewey', 'Falcarragh', 'Fintown', 'Gortahork']
""Irish name"": ['Alt na Péiste', 'Anagaire', 'Árainn Mhór', 'Cró Beithe', 'An Clochán', 'Cnoc Fola', 'Dún Lúiche', 'An Fál Carrach', 'Baile na Finne', ""Gort a' Choirce""]
""Population"": ['188', '2235', '529', '161', '514', '1326', '695', '2168', '316', '1599']
""Irish speakers"": ['55%', '55%', '62%', '53%', '41%', '83%', '76%', '44%', '57%', '81%']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the county for the Irish name Carna?
    SQL: ","SELECT ""County"" FROM ""table"" WHERE ""Irish name"" ILIKE 'Carna'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""County"": ['County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal']
""English name"": ['Altnapeaste', 'Annagry', 'Arranmore', 'Crovehy', 'Cloghan', 'Bloody Foreland', 'Dunlewey', 'Falcarragh', 'Fintown', 'Gortahork']
""Irish name"": ['Alt na Péiste', 'Anagaire', 'Árainn Mhór', 'Cró Beithe', 'An Clochán', 'Cnoc Fola', 'Dún Lúiche', 'An Fál Carrach', 'Baile na Finne', ""Gort a' Choirce""]
""Population"": ['188', '2235', '529', '161', '514', '1326', '695', '2168', '316', '1599']
""Irish speakers"": ['55%', '55%', '62%', '53%', '41%', '83%', '76%', '44%', '57%', '81%']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many County Kerry have 53% Irish speakers?
    SQL: ","SELECT COUNT(""English name"") FROM ""table"" WHERE ""Irish speakers"" ILIKE '53%' and ""County"" ILIKE 'County Kerry'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""County"": ['County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal', 'County Donegal']
""English name"": ['Altnapeaste', 'Annagry', 'Arranmore', 'Crovehy', 'Cloghan', 'Bloody Foreland', 'Dunlewey', 'Falcarragh', 'Fintown', 'Gortahork']
""Irish name"": ['Alt na Péiste', 'Anagaire', 'Árainn Mhór', 'Cró Beithe', 'An Clochán', 'Cnoc Fola', 'Dún Lúiche', 'An Fál Carrach', 'Baile na Finne', ""Gort a' Choirce""]
""Population"": ['188', '2235', '529', '161', '514', '1326', '695', '2168', '316', '1599']
""Irish speakers"": ['55%', '55%', '62%', '53%', '41%', '83%', '76%', '44%', '57%', '81%']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the population for the English name Spiddal?
    SQL: ","SELECT ""Population"" FROM ""table"" WHERE ""English name"" ILIKE 'Spiddal'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""State/Territory"": ['Alabama', 'Alaska', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Connecticut', 'Delaware', 'District of Columbia', 'Florida']
""Asian American Population (2010 Census)"": ['67036', '50402', '230907', '44943', '5556592', '185589', '157088', '33701', '26857', '573083']
""Chinese"": ['11154', '3726', '42331', '6301', '1451537', '33344', '36483', '7033', '6583', '94244']
""Filipino"": ['8224', '25424', '53067', '6396', '1474707', '26242', '16402', '4637', '3670', '122691']
""Indian"": ['14951', '1911', '40510', '7973', '590445', '24135', '50806', '12344', '6417', '151438']
""Japanese"": ['4336', '3926', '19611', '2384', '428014', '22714', '6203', '1196', '2010', '25747']
""Korean"": ['10624', '6542', '21125', '3247', '505225', '28177', '11760', '3099', '2990', '35629']
""Vietnamese"": ['8488', '1446', '27872', '6302', '647589', '23933', '10804', '1688', '1856', '65772']
""Other Asian"": ['9259', '7427', '26391', '12340', '459075', '27044', '24630', '3704', '3331', '77562']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the the Chinese population for the state that has a Filipino population of 1474707?
    SQL: ","SELECT MIN(""Chinese"") FROM ""table"" WHERE ""Filipino"" ILIKE '1474707'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""State/Territory"": ['Alabama', 'Alaska', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Connecticut', 'Delaware', 'District of Columbia', 'Florida']
""Asian American Population (2010 Census)"": ['67036', '50402', '230907', '44943', '5556592', '185589', '157088', '33701', '26857', '573083']
""Chinese"": ['11154', '3726', '42331', '6301', '1451537', '33344', '36483', '7033', '6583', '94244']
""Filipino"": ['8224', '25424', '53067', '6396', '1474707', '26242', '16402', '4637', '3670', '122691']
""Indian"": ['14951', '1911', '40510', '7973', '590445', '24135', '50806', '12344', '6417', '151438']
""Japanese"": ['4336', '3926', '19611', '2384', '428014', '22714', '6203', '1196', '2010', '25747']
""Korean"": ['10624', '6542', '21125', '3247', '505225', '28177', '11760', '3099', '2990', '35629']
""Vietnamese"": ['8488', '1446', '27872', '6302', '647589', '23933', '10804', '1688', '1856', '65772']
""Other Asian"": ['9259', '7427', '26391', '12340', '459075', '27044', '24630', '3704', '3331', '77562']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many States have an Indian population of 30947?
    SQL: ","SELECT COUNT(""Filipino"") FROM ""table"" WHERE ""Indian"" ILIKE '30947'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""State/Territory"": ['Alabama', 'Alaska', 'Arizona', 'Arkansas', 'California', 'Colorado', 'Connecticut', 'Delaware', 'District of Columbia', 'Florida']
""Asian American Population (2010 Census)"": ['67036', '50402', '230907', '44943', '5556592', '185589', '157088', '33701', '26857', '573083']
""Chinese"": ['11154', '3726', '42331', '6301', '1451537', '33344', '36483', '7033', '6583', '94244']
""Filipino"": ['8224', '25424', '53067', '6396', '1474707', '26242', '16402', '4637', '3670', '122691']
""Indian"": ['14951', '1911', '40510', '7973', '590445', '24135', '50806', '12344', '6417', '151438']
""Japanese"": ['4336', '3926', '19611', '2384', '428014', '22714', '6203', '1196', '2010', '25747']
""Korean"": ['10624', '6542', '21125', '3247', '505225', '28177', '11760', '3099', '2990', '35629']
""Vietnamese"": ['8488', '1446', '27872', '6302', '647589', '23933', '10804', '1688', '1856', '65772']
""Other Asian"": ['9259', '7427', '26391', '12340', '459075', '27044', '24630', '3704', '3331', '77562']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the highest Indian population?
    SQL: ","SELECT MAX(""Indian"") FROM ""table"""
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""UN Operation name"": ['None', 'UNCOK', 'UNMOGIP', 'UNTSO', 'UNYOM', 'UNIPOM', 'UNDOF', 'UNEF II', 'UNIFIL', 'UNIIMOG']
""UN Operation title"": ['UN Consular Commission', 'UN Commission on Korea', 'UN Military Observer Group in India and Pakistan', 'UN Truce Supervision Organization', 'UN Yemen Observation Mission', 'UN India-Pakistan Observation Mission', 'UN Disengagement Observer Force', 'UN Emergency Force II', 'UN Interim Force in Lebanon', 'UN Iran-Iraq Military Observer Group']
""Location"": ['Indonesia', 'Korea', 'Kashmir', 'Israel and neighbouring Middle East countries', 'Yemen', 'India and Pakistan', 'Israel and Syria', 'Sinai', 'Lebanon', 'Iran and Iraq']
""Dates of Australian involvement"": ['1947', '1950', '1950–1985', '1956–present', '1963', '1965–1966', '1974', '1976–1979', '1978', '1988–1990']
""Number of Australians involved"": ['4', '2', 'Up to 18', 'Up to 13. Estimated 700 total', '2', '3; 1 seconded from UNTSO, 2 seconded from UNMOGIP', 'Several redeployed from UNTSO. None currently', '46 RAAF detachment operating 4 UH-1 helicopters', 'A few through detachment from UNTSO', 'Up to 16 in Iran only']
""Australian role"": ['Military observers', 'Military observers', 'Military observers and air transport', 'Military observers', 'Military observers', 'Military observers', 'Military observers', 'Ceasefire monitoring between Israel and Egypt', 'Military observers', 'Military observers']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is Australia's role in the UN operation Unama?
    SQL: ","SELECT ""Australian role"" FROM ""table"" WHERE ""UN Operation name"" ILIKE 'UNAMA'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""UN Operation name"": ['None', 'UNCOK', 'UNMOGIP', 'UNTSO', 'UNYOM', 'UNIPOM', 'UNDOF', 'UNEF II', 'UNIFIL', 'UNIIMOG']
""UN Operation title"": ['UN Consular Commission', 'UN Commission on Korea', 'UN Military Observer Group in India and Pakistan', 'UN Truce Supervision Organization', 'UN Yemen Observation Mission', 'UN India-Pakistan Observation Mission', 'UN Disengagement Observer Force', 'UN Emergency Force II', 'UN Interim Force in Lebanon', 'UN Iran-Iraq Military Observer Group']
""Location"": ['Indonesia', 'Korea', 'Kashmir', 'Israel and neighbouring Middle East countries', 'Yemen', 'India and Pakistan', 'Israel and Syria', 'Sinai', 'Lebanon', 'Iran and Iraq']
""Dates of Australian involvement"": ['1947', '1950', '1950–1985', '1956–present', '1963', '1965–1966', '1974', '1976–1979', '1978', '1988–1990']
""Number of Australians involved"": ['4', '2', 'Up to 18', 'Up to 13. Estimated 700 total', '2', '3; 1 seconded from UNTSO, 2 seconded from UNMOGIP', 'Several redeployed from UNTSO. None currently', '46 RAAF detachment operating 4 UH-1 helicopters', 'A few through detachment from UNTSO', 'Up to 16 in Iran only']
""Australian role"": ['Military observers', 'Military observers', 'Military observers and air transport', 'Military observers', 'Military observers', 'Military observers', 'Military observers', 'Ceasefire monitoring between Israel and Egypt', 'Military observers', 'Military observers']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What is the UN operation title with the UN operation name, Uncok?
    SQL: ","SELECT ""UN Operation title"" FROM ""table"" WHERE ""UN Operation name"" ILIKE 'UNCOK'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""UN Operation name"": ['None', 'UNCOK', 'UNMOGIP', 'UNTSO', 'UNYOM', 'UNIPOM', 'UNDOF', 'UNEF II', 'UNIFIL', 'UNIIMOG']
""UN Operation title"": ['UN Consular Commission', 'UN Commission on Korea', 'UN Military Observer Group in India and Pakistan', 'UN Truce Supervision Organization', 'UN Yemen Observation Mission', 'UN India-Pakistan Observation Mission', 'UN Disengagement Observer Force', 'UN Emergency Force II', 'UN Interim Force in Lebanon', 'UN Iran-Iraq Military Observer Group']
""Location"": ['Indonesia', 'Korea', 'Kashmir', 'Israel and neighbouring Middle East countries', 'Yemen', 'India and Pakistan', 'Israel and Syria', 'Sinai', 'Lebanon', 'Iran and Iraq']
""Dates of Australian involvement"": ['1947', '1950', '1950–1985', '1956–present', '1963', '1965–1966', '1974', '1976–1979', '1978', '1988–1990']
""Number of Australians involved"": ['4', '2', 'Up to 18', 'Up to 13. Estimated 700 total', '2', '3; 1 seconded from UNTSO, 2 seconded from UNMOGIP', 'Several redeployed from UNTSO. None currently', '46 RAAF detachment operating 4 UH-1 helicopters', 'A few through detachment from UNTSO', 'Up to 16 in Iran only']
""Australian role"": ['Military observers', 'Military observers', 'Military observers and air transport', 'Military observers', 'Military observers', 'Military observers', 'Military observers', 'Ceasefire monitoring between Israel and Egypt', 'Military observers', 'Military observers']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: How many Australians were in the UN commission on Korea?
    SQL: ","SELECT COUNT(""Number of Australians involved"") FROM ""table"" WHERE ""UN Operation title"" ILIKE 'UN Commission on Korea'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""UN Operation name"": ['None', 'UNCOK', 'UNMOGIP', 'UNTSO', 'UNYOM', 'UNIPOM', 'UNDOF', 'UNEF II', 'UNIFIL', 'UNIIMOG']
""UN Operation title"": ['UN Consular Commission', 'UN Commission on Korea', 'UN Military Observer Group in India and Pakistan', 'UN Truce Supervision Organization', 'UN Yemen Observation Mission', 'UN India-Pakistan Observation Mission', 'UN Disengagement Observer Force', 'UN Emergency Force II', 'UN Interim Force in Lebanon', 'UN Iran-Iraq Military Observer Group']
""Location"": ['Indonesia', 'Korea', 'Kashmir', 'Israel and neighbouring Middle East countries', 'Yemen', 'India and Pakistan', 'Israel and Syria', 'Sinai', 'Lebanon', 'Iran and Iraq']
""Dates of Australian involvement"": ['1947', '1950', '1950–1985', '1956–present', '1963', '1965–1966', '1974', '1976–1979', '1978', '1988–1990']
""Number of Australians involved"": ['4', '2', 'Up to 18', 'Up to 13. Estimated 700 total', '2', '3; 1 seconded from UNTSO, 2 seconded from UNMOGIP', 'Several redeployed from UNTSO. None currently', '46 RAAF detachment operating 4 UH-1 helicopters', 'A few through detachment from UNTSO', 'Up to 16 in Iran only']
""Australian role"": ['Military observers', 'Military observers', 'Military observers and air transport', 'Military observers', 'Military observers', 'Military observers', 'Military observers', 'Ceasefire monitoring between Israel and Egypt', 'Military observers', 'Military observers']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: When was it where 65 Australians were involved in the UN?
    SQL: ","SELECT ""Dates of Australian involvement"" FROM ""table"" WHERE ""Number of Australians involved"" ILIKE '65'"
"
    You are an expert at generating SQL. Respond with just SQL.

    Print a SQL query (over a table named ""table"" quoted with double quotes) that answers the question below.

    You have the following columns:
    ""Season"": ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10']
""Timeslot ( ET )"": ['Wednesday 9:00 pm', 'Wednesday 9:00 pm', 'Wednesday 9:00 pm', 'Thursday 8:00 pm', 'Tuesday 10:00 pm', 'Tuesday 9:00 pm', 'Tuesday 9:00 pm', 'Tuesday 9:00 pm', 'Tuesday 9:00 pm Tuesday 10:00 pm Wednesday 8:00 pm', 'Sunday 8:00 pm']
""Season premiere"": ['September5,2001', 'March11,2002', 'October2,2002', 'May29,2003', 'July6,2004', 'November16,2004', 'March1,2005', 'September27,2005', 'February28,2006', 'September17,2006']
""Season finale"": ['December13,2001', 'May15,2002', 'December18,2002', 'August21,2003', 'September21,2004', 'February8,2005', 'May10,2005', 'December13,2005', 'May17,2006', 'December10,2006']
""TV season"": ['2001–2002', '2001–2002', '2002', '2003', '2004', '2004–2005', '2004–2005', '2005–2006', '2005–2006', '2006–2007']
""Rank"": ['73', '49', '71', 'N/A', 'N/A', '31', '25', '42', '56', '31']
""Viewers (millions)"": ['8.80', '10.30', '8.98', '8.32', '10.73', '11.54', '13.05', '10.80', '9.10', '11.50']

    The format should be
    Question: the question to ask
    SQL: the SQL to generate

    Question: What year is the season with the 10.73 million views?
    SQL: ","SELECT ""TV season"" FROM ""table"" WHERE ""Viewers (millions)"" ILIKE '10.73'"
